Date,Open,High,Low,Close,Adj Close,Volume,DAY
2013-11-06,83.370003,83.400002,82.730003,83,76.052765,25576800,32
2013-11-07,83.010002,83.129997,81.370003,81.440002,74.62336,52173200,33
2013-11-08,81.739998,82.559998,81.510002,82.540001,75.631271,31470500,34
2013-11-11,82.419998,82.639999,82.139999,82.410004,75.512161,24822900,35
2013-11-12,82.160004,82.660004,82.120003,82.540001,75.631271,20108500,36
2013-11-13,82,83.550003,82,83.540001,76.547577,31345900,37
2013-11-14,83.32,83.860001,83.139999,83.800003,76.78582,31101200,38
2013-11-15,83.82,83.959999,83.610001,83.959999,76.932434,20511300,39
2013-11-18,83.940002,84.110001,82.980003,83.139999,76.181068,31679600,40
2013-11-19,83.089996,83.489998,82.760002,82.900002,75.961143,25545300,41
2013-11-20,83.120003,83.43,82.459999,82.699997,75.777893,32177400,42
2013-11-21,83.050003,83.610001,82.980003,83.540001,76.547577,28125000,43
2013-11-22,83.68,84.019997,83.620003,83.989998,76.959908,25361300,44
2013-11-25,84.290001,84.379997,83.980003,84.190002,77.143181,21695100,45
2013-11-26,84.209999,84.839996,84.029999,84.629997,77.546349,26621000,46
2013-11-27,84.800003,85.239998,84.730003,85.220001,78.086952,21638100,47
2013-11-29,85.559998,85.839996,85.470001,85.730003,78.554268,16708900,48
2013-12-02,85.830002,85.959999,85.349998,85.480003,78.325188,26354600,49
2013-12-03,85.419998,85.639999,85.080002,85.410004,78.261055,37147000,50
2013-12-04,85.050003,85.769997,84.779999,85.489998,78.334358,37193200,51
2013-12-05,85.559998,85.660004,85.169998,85.379997,78.233582,39829300,52
2013-12-06,86.099998,86.18,85.589996,86,78.801674,36842900,53
2013-12-09,86.349998,86.529999,86.199997,86.349998,79.122368,22590000,54
2013-12-10,86.209999,86.449997,86.120003,86.290001,79.067421,26965900,55
2013-12-11,86.279999,86.400002,85.059998,85.18,78.050331,36830600,56
2013-12-12,85.209999,85.419998,84.900002,84.959999,77.848732,33662600,57
2013-12-13,85.360001,85.400002,84.709999,84.849998,77.747925,34072000,58
2013-12-16,85.269997,85.809998,85.209999,85.32,78.178604,24902500,59
2013-12-17,85.32,85.529999,84.989998,85.150002,78.022827,24454900,60
2013-12-18,85.25,86.220001,84.050003,86.139999,78.92997,68387200,61
2013-12-19,86,86.010002,85.519997,85.900002,78.71003,44964100,62
2013-12-20,85.790001,86.68,85.730003,86.5,79.511589,40475400,63
2013-12-23,87.209999,87.410004,86.949997,87.410004,80.348061,28181800,64
2013-12-24,87.43,87.510002,87.269997,87.449997,80.384819,13852500,65
2013-12-26,87.610001,87.809998,87.440002,87.739998,80.651398,15241100,66
2013-12-27,87.849998,87.900002,87.410004,87.519997,80.449165,15827400,67
2013-12-30,87.389999,87.510002,87.139999,87.389999,80.329666,18983700,68
2013-12-31,87.550003,87.959999,87.519997,87.959999,80.853645,24890500,69
2014-01-02,87.550003,87.580002,87.019997,87.269997,80.219383,29177500,70
2014-01-03,87.269997,87.349998,86.620003,86.639999,79.640282,35723700,71
2014-01-06,86.660004,86.760002,86,86.32,79.346161,32073100,72
2014-01-07,86.720001,87.25,86.559998,87.120003,80.081505,25860600,73
2014-01-08,87.139999,87.550003,86.949997,87.309998,80.256172,27197400,74
2014-01-09,87.629997,87.639999,86.720001,87.019997,79.989616,23674700,75
2014-01-10,87.230003,87.400002,86.580002,87.300003,80.246971,38008900,76
2014-01-13,87.18,87.480003,85.68,86.010002,79.061172,48842300,77
2014-01-14,86.300003,87.720001,86.300003,87.650002,80.56871,37178900,78
2014-01-15,88.029999,88.540001,87.940002,88.370003,81.230522,39835600,79
2014-01-16,88.300003,88.510002,88.160004,88.379997,81.239708,31630100,80
2014-01-17,88.110001,88.370003,87.669998,87.879997,80.780098,36895800,81
2014-01-21,88.440002,88.589996,87.809998,88.550003,81.395958,26412700,82
2014-01-22,88.779999,89,88.519997,88.779999,81.607407,29376900,83
2014-01-23,88.510002,88.519997,87.860001,88.480003,81.331642,35011900,84
2014-01-24,88.050003,88.18,86.709999,86.739998,79.732208,63974600,85
2014-01-27,86.739998,86.889999,85.25,85.900002,78.96006,63519300,86
2014-01-28,85.5,85.940002,85.309998,85.849998,78.914101,44378800,87
2014-01-29,85.110001,85.739998,84.760002,84.93,78.06842,51939300,88
2014-01-30,85.970001,86.800003,85.879997,86.5,79.511589,65833600,89
2014-01-31,85.540001,86.68,85.449997,86.269997,79.300209,45187000,90
2014-02-03,86.110001,86.5,84.07,84.290001,77.480133,65596900,91
2014-02-04,84.720001,85.25,84.459999,84.910004,78.050064,37675500,92
2014-02-05,84.629997,84.989998,83.739998,84.690002,77.847824,41721800,93
2014-02-06,84.940002,85.879997,84.919998,85.769997,78.840561,32308600,94
2014-02-07,86.25,87.360001,86,87.300003,80.246971,38359400,95
2014-02-10,87.269997,87.839996,87.209999,87.800003,80.706566,30205400,96
2014-02-11,87.989998,88.970001,87.889999,88.800003,81.625786,38635500,97
2014-02-12,88.980003,89.169998,88.699997,88.970001,81.782059,32507200,98
2014-02-13,88.32,89.699997,88.300003,89.629997,82.388741,40454500,99
2014-02-14,89.599998,90.010002,89.330002,89.809998,82.554176,33212400,100
2014-02-18,89.959999,90.419998,89.739998,90.25,82.958649,29546600,101
2014-02-19,90.080002,90.290001,89.449997,89.629997,82.388741,41749900,102
2014-02-20,89.690002,90.220001,89.309998,90.050003,82.774796,41814800,103
2014-02-21,90.339996,90.470001,89.82,89.93,82.664482,31192200,104
2014-02-24,90.139999,90.82,90.040001,90.410004,83.105698,31500400,105
2014-02-25,90.540001,90.720001,90.019997,90.309998,83.013786,26771700,106
2014-02-26,90.550003,90.839996,89.870003,90.230003,82.940247,42953700,107
2014-02-27,89.870003,90.529999,89.730003,90.440002,83.478386,28742400,108
2014-02-28,90.419998,90.959999,89.540001,90.339996,83.38607,48609800,109
2014-03-03,89.489998,89.910004,88.870003,89.669998,82.767639,38885700,110
2014-03-04,90.650002,90.980003,90.559998,90.809998,83.819855,33189000,111
2014-03-05,90.959999,91.220001,90.769997,91.059998,84.050636,27203300,112
2014-03-06,91.269997,91.339996,90.650002,90.980003,83.976814,24063900,113
2014-03-07,91.269997,91.360001,90.07,90.529999,83.561417,31167800,114
2014-03-10,90.480003,90.660004,90.029999,90.610001,83.635292,18131700,115
2014-03-11,90.830002,91.059998,89.949997,90.220001,83.27533,27484300,116
2014-03-12,89.809998,90.610001,89.480003,90.559998,83.589119,27977200,117
2014-03-13,90.900002,90.93,88.870003,89.279999,82.407654,48542000,118
2014-03-14,88.989998,89.379997,88.629997,88.669998,81.844582,38732300,119
2014-03-17,89.239998,89.910004,89.190002,89.449997,82.564583,28467200,120
2014-03-18,89.559998,90.639999,89.529999,90.529999,83.561417,31250200,121
2014-03-19,90.559998,90.660004,89.449997,90.040001,83.109161,40869400,122
2014-03-20,89.760002,90.559998,89.580002,90.290001,83.33992,31634500,123
2014-03-21,90.599998,90.650002,88.830002,89,82.337059,62754000,124
2014-03-24,89.32,89.389999,87.410004,88.220001,81.615471,77735300,125
2014-03-25,88.68,89.25,87.769997,88.510002,81.883759,41723300,126
2014-03-26,88.949997,89.150002,87.360001,87.370003,80.829109,40930400,127
2014-03-27,87.25,87.639999,86.400002,86.879997,80.375778,64784500,128
2014-03-28,87.160004,88.010002,86.809998,87.050003,80.533035,39895100,129
2014-03-31,87.730003,88.260002,87.620003,87.669998,81.106636,33924300,130
2014-04-01,88.099998,89.269997,87.709999,89.209999,82.531342,38683800,131
2014-04-02,89.589996,89.68,89.040001,89.440002,82.744133,34631600,132
2014-04-03,89.529999,89.68,88.220001,88.730003,82.087288,30319100,133
2014-04-04,89.32,89.410004,86.139999,86.370003,79.903969,131213200,134
2014-04-07,85.830002,86.629997,84.949997,85.550003,79.145355,83995800,135
2014-04-08,85.650002,86.459999,85.349998,86.339996,79.876221,51495700,136
2014-04-09,86.660004,87.870003,86.43,87.82,81.245422,45685200,137
2014-04-10,87.879997,87.879997,84.860001,85.099998,78.729019,73659600,138
2014-04-11,84.339996,85.440002,83.910004,84.110001,77.813171,93657400,139
2014-04-14,84.849998,85.220001,83.989998,84.769997,78.423729,46500700,140
2014-04-15,85.080002,85.540001,83.279999,85.050003,78.682777,84631500,141
2014-04-16,85.790001,86.18,85.089996,86.18,79.728188,46970900,142
2014-04-17,85.849998,86.629997,85.629997,86.199997,79.746674,53719500,143
2014-04-21,86.400002,86.839996,86,86.839996,80.338753,25947900,144
2014-04-22,87.139999,87.75,86.989998,87.529999,80.977119,38593400,145
2014-04-23,87.529999,87.559998,86.709999,86.760002,80.264771,34376700,146
2014-04-24,88.190002,88.209999,86.650002,87.589996,81.032623,48926300,147
2014-04-25,87.07,87.169998,85.980003,86.190002,79.737427,44334000,148
2014-04-28,86.599998,87.110001,85.110001,86.470001,79.996483,58623800,149
2014-04-29,86.730003,87.32,86.309998,87.160004,80.634827,36742700,150
2014-04-30,86.760002,87.480003,86.540001,87.389999,80.84758,38689400,151
2014-05-01,87.529999,88.150002,87.309998,87.650002,81.08815,37127200,152
2014-05-02,87.949997,88.110001,87.279999,87.489998,80.940125,40074200,153
2014-05-05,86.970001,87.970001,86.760002,87.949997,81.365646,27924400,154
2014-05-06,87.809998,87.860001,86.769997,86.809998,80.311043,33698500,155
2014-05-07,86.989998,87.080002,85.529999,86.559998,80.079727,67489100,156
2014-05-08,86.25,87.529999,86.050003,86.480003,80.005753,46556900,157
2014-05-09,86.43,86.860001,85.849998,86.800003,80.301781,35081500,158
2014-05-12,87.32,88.260002,87.239998,88.230003,81.624718,38951100,159
2014-05-13,88.309998,88.610001,88.120003,88.290001,81.680214,30311900,160
2014-05-14,88.019997,88.349998,87.620003,87.830002,81.254654,26483600,161
2014-05-15,87.809998,87.959999,86.580002,87.139999,80.616333,59680300,162
2014-05-16,87.239998,87.760002,86.639999,87.709999,81.143646,66804100,163
2014-05-19,87.449997,88.459999,87.300003,88.32,81.70797,32017000,164
2014-05-20,88.279999,88.599998,87.639999,88,81.411934,33716000,165
2014-05-21,88.160004,88.889999,88.110001,88.839996,82.189064,36837700,166
2014-05-22,88.940002,89.480003,88.800003,89.230003,82.549858,30617100,167
2014-05-23,89.32,89.900002,89.120003,89.879997,83.151161,22687300,168
2014-05-27,90.279999,91.019997,90.199997,91,84.187355,29725200,169
2014-05-28,90.970001,91.099998,90.650002,90.720001,83.928284,30468100,170
2014-05-29,91.040001,91.309998,90.860001,91.300003,84.464874,33036100,171
2014-05-30,91.32,91.449997,90.830002,91.309998,84.474136,29906400,172
2014-06-02,91.419998,91.440002,90.639999,91.220001,84.390869,30409900,173
2014-06-03,90.919998,91.330002,90.800003,91.18,84.353874,21774500,174
2014-06-04,90.949997,91.669998,90.809998,91.519997,84.668427,20118300,175
2014-06-05,91.599998,92.459999,91.290001,92.290001,85.380753,35583100,176
2014-06-06,92.629997,92.82,92.449997,92.82,85.871086,22680600,177
2014-06-09,92.839996,92.980003,92.5,92.75,85.806343,23399500,178
2014-06-10,92.669998,92.959999,92.559998,92.910004,85.954376,20626000,179
2014-06-11,92.589996,93.019997,92.5,92.889999,85.935844,22878200,180
2014-06-12,92.690002,92.790001,91.730003,92.050003,85.15873,35275900,181
2014-06-13,92.449997,92.550003,91.919998,92.32,85.408531,39447100,182
2014-06-16,92.160004,92.669998,91.959999,92.400002,85.482544,25212300,183
2014-06-17,92.330002,92.699997,92.18,92.449997,85.528778,19977900,184
2014-06-18,92.540001,93.099998,91.980003,92.970001,86.009842,34514000,185
2014-06-19,93.110001,93.169998,92.489998,92.910004,85.954376,38422200,186
2014-06-20,92.699997,92.870003,92.529999,92.769997,86.055466,25897500,187
2014-06-23,92.760002,92.82,92.510002,92.790001,86.074013,20837900,188
2014-06-24,92.779999,93.57,92.43,92.699997,85.99054,31945800,189
2014-06-25,92.489998,93.449997,92.480003,93.290001,86.537804,32818600,190
2014-06-26,93.349998,93.360001,92.620003,93.339996,86.584206,22563900,191
2014-06-27,93.220001,93.769997,93.190002,93.75,86.964531,22877800,192
2014-06-30,93.730003,94.139999,93.669998,93.910004,87.112946,19751900,193
2014-07-01,94.239998,95.190002,94.199997,94.940002,88.068398,31862500,194
2014-07-02,95,95.239998,94.910004,95.099998,88.216835,18777300,195
2014-07-03,95.410004,95.699997,95.150002,95.699997,88.773399,15291700,196
2014-07-07,95.589996,95.709999,95.230003,95.410004,88.504395,23266400,197
2014-07-08,95.230003,95.300003,93.870003,94.260002,87.437592,40612400,198
2014-07-09,94.510002,95.07,94.239998,94.959999,88.086952,29919000,199
2014-07-10,93.739998,95.050003,93.629997,94.660004,87.80867,44245300,200
2014-07-11,94.900002,95.269997,94.610001,95.269997,88.374527,19566300,201
2014-07-14,95.699997,96.059998,95.540001,95.839996,88.903236,19579000,202
2014-07-15,95.989998,96.129997,94.830002,95.510002,88.597153,39467500,203
2014-07-16,96.199997,96.300003,95.790001,95.889999,88.949638,22052600,204
2014-07-17,95.629997,95.970001,94.32,94.620003,87.771545,43111500,205
2014-07-18,95.110001,96.169998,95,96.120003,89.162994,36682200,206
2014-07-21,95.919998,96.160004,95.550003,96,89.051674,29750700,207
2014-07-22,96.449997,96.760002,96.349998,96.610001,89.6175,25770400,208
2014-07-23,96.949997,97.339996,96.769997,97.230003,90.192665,28947500,209
2014-07-24,97.400002,97.510002,96.980003,97.120003,90.090607,24707200,210
2014-07-25,96.620003,96.870003,96.230003,96.739998,89.738136,29898900,211
2014-07-28,96.839996,97.019997,96.019997,96.769997,89.76593,25603400,212
2014-07-29,96.980003,97.199997,96.519997,96.599998,89.608253,27022200,213
2014-07-30,97.139999,97.32,96.599998,96.980003,89.960754,35348500,214
2014-07-31,96.18,96.339996,94.879997,95.019997,88.142616,50047900,215
2014-08-01,94.82,95.339996,94.040001,94.669998,87.817924,60708000,216
2014-08-04,94.870003,95.690002,94.519997,95.32,88.420906,33230500,217
2014-08-05,94.940002,95.209999,94.150002,94.589996,87.743759,50331100,218
2014-08-06,94,95.110001,93.919998,94.519997,87.67878,34431900,219
2014-08-07,94.959999,95.139999,93.889999,94.220001,87.400505,33274700,220
2014-08-08,94.370003,95.010002,93.970001,94.900002,88.031342,40236900,221
2014-08-11,95.269997,95.760002,95.199997,95.459999,88.550781,28277500,222
2014-08-12,95.360001,95.669998,94.93,95.419998,88.513649,28152300,223
2014-08-13,95.809998,96.470001,95.760002,96.43,89.450562,27996500,224
2014-08-14,96.559998,96.949997,96.43,96.93,89.914352,25006600,225
2014-08-15,97.489998,97.629997,96.480003,97.400002,90.350372,55205500,226
2014-08-18,97.910004,98.239998,97.769997,98.150002,91.046082,38938300,227
2014-08-19,98.379997,98.760002,98.32,98.699997,91.556274,21363400,228
2014-08-20,98.620003,98.900002,98.529999,98.699997,91.556274,23435600,229
2014-08-21,98.75,98.949997,98.599998,98.900002,91.74176,19339500,230
2014-08-22,98.940002,99.25,98.720001,99.050003,91.88092,24692000,231
2014-08-25,99.519997,99.68,99.160004,99.400002,92.205582,24124700,232
2014-08-26,99.550003,99.610001,99.269997,99.5,92.29834,20100400,233
2014-08-27,99.529999,99.639999,99.309998,99.519997,92.316879,15589100,234
2014-08-28,99.18,99.529999,99.080002,99.410004,92.214867,23563900,235
2014-08-29,99.629997,99.910004,99.269997,99.779999,92.558098,17906300,236
2014-09-02,100.019997,100.099998,99.660004,100.07,92.827103,18326800,237
2014-09-03,100.339996,100.339996,99.300003,99.480003,92.2798,25950700,238
2014-09-04,99.709999,100.220001,99.139999,99.389999,92.196335,24663500,239
2014-09-05,99.540001,99.949997,99.029999,99.889999,92.660118,30798200,240
2014-09-08,99.919998,100.330002,99.620003,100.080002,92.83638,25571300,241
2014-09-09,100.089996,100.459999,99.059998,99.25,92.066452,36449200,242
2014-09-10,99.379997,100.110001,99.099998,100.07,92.827103,31080100,243
2014-09-11,99.639999,100.040001,99.239998,99.989998,92.752876,28691900,244
2014-09-12,99.900002,99.93,99.169998,99.480003,92.2798,30444400,245
2014-09-15,99.589996,99.599998,98.220001,98.519997,91.389297,32972200,246
2014-09-16,98.150002,99.57,98.050003,99.379997,92.187042,38166900,247
2014-09-17,99.360001,100,98.93,99.529999,92.326187,37196500,248
2014-09-18,99.839996,100.290001,99.730003,100.279999,93.021896,30196700,249
2014-09-19,100.459999,100.559998,99.580002,99.980003,92.964249,46918000,250
2014-09-22,99.739998,99.75,98.620003,99.050003,92.099518,48658000,251
2014-09-23,98.650002,99.220001,98.580002,98.779999,91.84845,33989600,252
2014-09-24,98.879997,99.889999,98.540001,99.839996,92.834061,35959000,253
2014-09-25,99.519997,99.650002,97.699997,97.739998,90.881424,68642500,254
2014-09-26,98.059998,98.959999,97.889999,98.779999,91.84845,56106200,255
2014-09-29,97.800003,98.919998,97.75,98.650002,91.727577,33342700,256
2014-09-30,98.919998,99.300003,98.32,98.790001,91.857758,41834300,257
2014-10-01,98.510002,98.610001,96.900002,97.209999,90.388596,58164900,258
2014-10-02,97.169998,97.510002,95.970001,97.209999,90.388596,54501300,259
2014-10-03,97.779999,98.57,97.440002,98.169998,91.28125,41627800,260
2014-10-06,98.480003,98.720001,97.660004,97.959999,91.085983,36038700,261
2014-10-07,97.5,97.779999,96.559998,96.57,89.793541,45154000,262
2014-10-08,96.620003,98.760002,96.059998,98.449997,91.541618,64931600,263
2014-10-09,98.32,98.57,96.709999,96.860001,90.063194,62497100,264
2014-10-10,96.290001,96.830002,94.419998,94.440002,87.813011,77579400,265
2014-10-13,94.269997,94.989998,92.879997,92.959999,86.436859,80835900,266
2014-10-14,93.540001,94.169998,92.709999,92.970001,86.446159,71814500,267
2014-10-15,91.57,92.760002,90.239998,92.370003,85.888237,108847800,268
2014-10-16,90.419998,92.580002,90.389999,91.790001,85.348946,93165800,269
2014-10-17,93,93.889999,92.459999,93,86.474045,69546700,270
2014-10-20,92.989998,94.470001,92.800003,94.389999,87.766495,41479300,271
2014-10-21,95.559998,96.870003,95.32,96.870003,90.072464,53609800,272
2014-10-22,97.169998,97.300003,96.309998,96.370003,89.607552,39178000,273
2014-10-23,97.339996,98.360001,97.169998,97.82,90.955826,48123800,274
2014-10-24,98.029999,98.690002,97.639999,98.620003,91.699684,43157600,275
2014-10-27,98.43,98.870003,98.019997,98.690002,91.764778,29545700,276
2014-10-28,99.150002,100.199997,99.080002,100.18,93.150223,34495100,277
2014-10-29,99.849998,100.120003,99.099998,99.809998,92.806175,40552800,278
2014-10-30,99.360001,100.260002,99.139999,100.019997,93.001457,35935800,279
2014-10-31,101.68,101.75,101.07,101.400002,94.284622,54254100,280
2014-11-03,101.580002,101.970001,101.43,101.699997,94.56353,33481000,281
2014-11-04,101.379997,101.620003,100.669998,101.360001,94.247391,22773300,282
2014-11-05,102.029999,102.029999,101.019997,101.370003,94.256721,25818600,283
2014-11-06,101.360001,101.720001,100.919998,101.690002,94.55426,24671900,284
2014-11-07,101.870003,101.910004,101.07,101.599998,94.470566,20931700,285
2014-11-10,101.650002,102.089996,101.379997,101.959999,94.805313,20360000,286
2014-11-11,101.980003,102.279999,101.699997,102.279999,95.102867,15454000,287
2014-11-12,101.870003,102.57,101.870003,102.459999,95.27021,22050300,288
2014-11-13,102.650002,103.279999,102.419998,102.900002,95.679352,28027800,289
2014-11-14,102.870003,103.220001,102.529999,103.220001,95.976898,19251300,290
2014-11-17,102.980003,103.209999,102.419998,102.910004,95.688637,23361600,291
2014-11-18,103,103.82,102.989998,103.68,96.404594,26336800,292
2014-11-19,103.57,103.57,102.730003,103.209999,95.967606,23760200,293
2014-11-20,102.769997,103.760002,102.690002,103.669998,96.395302,22874000,294
2014-11-21,104.589996,104.690002,103.540001,103.870003,96.581284,34049100,295
2014-11-24,104.150002,104.730003,104.059998,104.68,97.334442,17928300,296
2014-11-25,104.839996,105.150002,104.57,104.839996,97.483215,17526000,297
2014-11-26,104.940002,105.580002,104.830002,105.519997,98.115486,18973800,298
2014-11-28,105.800003,106.25,105.730003,106.010002,98.571098,17360400,299
2014-12-01,105.720001,105.919998,104.419998,104.809998,97.455307,35969500,300
2014-12-02,104.919998,105.419998,104.699997,105.230003,97.84584,26031300,301
2014-12-03,105.389999,105.57,104.760002,105.419998,98.022522,32974300,302
2014-12-04,105.32,105.779999,104.93,105.370003,97.976021,31008800,303
2014-12-05,105.540001,105.699997,105.150002,105.379997,97.985313,25622200,304
2014-12-08,105.110001,105.57,104.080002,104.629997,97.287933,32685800,305
2014-12-09,103.410004,105.040001,103.040001,104.959999,97.594803,46035100,306
2014-12-10,104.769997,105.029999,103.120003,103.309998,96.060555,39330100,307
2014-12-11,103.610001,105.040001,103.589996,103.800003,96.51622,47576000,308
2014-12-12,102.809998,103.989998,102.660004,102.669998,95.465485,46889400,309
2014-12-15,103.199997,103.580002,101.32,101.610001,94.479858,52968400,310
2014-12-16,100.970001,102.470001,99.959999,99.980003,92.964249,65348600,311
2014-12-17,100.050003,102.089996,99.919998,101.800003,94.656555,79715300,312
2014-12-18,103.260002,104.260002,102.980003,104.25,96.934608,49840900,313
2014-12-19,103.970001,104.739998,103.709999,104.32,97.361153,51419900,314
2014-12-22,104.150002,104.610001,104.099998,104.580002,97.603798,33869200,315
2014-12-23,104.959999,104.970001,104.089996,104.209999,97.258446,30156900,316
2014-12-24,104.339996,104.699997,104.269997,104.300003,97.342438,14291300,317
2014-12-26,104.599998,105.260002,104.57,105.040001,98.033104,13924300,318
2014-12-29,104.940002,105.25,104.879997,105.019997,98.01442,17073800,319
2014-12-30,104.720001,104.959999,104.18,104.32,97.361153,18604000,320
2014-12-31,104.5,104.910004,103.099998,103.25,96.362511,24367100,321
2015-01-02,103.760002,104.199997,102.440002,102.940002,96.073204,31314600,322
2015-01-05,102.489998,102.610001,101.139999,101.43,94.663918,36521300,323
2015-01-06,101.580002,101.75,99.620003,100.07,93.394653,66205500,324
2015-01-07,100.730003,101.599998,100.489998,101.360001,94.598564,37577400,325
2015-01-08,102.220001,103.5,102.110001,103.300003,96.409187,40212600,326
2015-01-09,103.620003,103.650002,102.019997,102.620003,95.774536,41410100,327
2015-01-12,102.82,102.93,101.290001,101.550003,94.775902,34129800,328
2015-01-13,102.540001,103.620003,100.699997,101.519997,94.74791,56162300,329
2015-01-14,100.5,101.480003,100.07,100.959999,94.225281,51354200,330
2015-01-15,101.43,101.589996,99.529999,99.650002,93.00267,51005400,331
2015-01-16,99.519997,100.949997,99.360001,100.82,94.094574,35362200,332
2015-01-20,101.43,101.879997,100.290001,101.620003,94.841232,30964100,333
2015-01-21,101.32,102.620003,100.959999,102.139999,95.326546,40128800,334
2015-01-22,102.540001,104.139999,101.639999,104.029999,97.090454,40887200,335
2015-01-23,104.019997,104.580002,103.720001,104.260002,97.305145,34783000,336
2015-01-26,104.139999,104.330002,103.610001,104.139999,97.193146,19960900,337
2015-01-27,102.5,102.559998,101.099998,101.440002,94.673241,45253200,338
2015-01-28,103.07,103.18,100.900002,100.919998,94.18792,43591700,339
2015-01-29,100.839996,102.080002,99.959999,101.889999,95.093239,46539700,340
2015-01-30,101.800003,102.580002,100.959999,101.099998,94.355934,42927600,341
2015-02-02,101.330002,102.07,99.75,101.980003,95.177246,43624700,342
2015-02-03,102.349998,103.029999,101.68,102.959999,96.091835,30750400,343
2015-02-04,102.540001,103.550003,102.309998,102.870003,96.007858,34073200,344
2015-02-05,103.129997,103.830002,102.870003,103.760002,96.838493,23605500,345
2015-02-06,103.919998,104.169998,102.760002,103.129997,96.250526,34169300,346
2015-02-09,102.730003,103.290001,102.550003,102.800003,95.942528,22604700,347
2015-02-10,103.370003,104.540001,103.209999,104.400002,97.435783,23686500,348
2015-02-11,104.519997,105.019997,104.32,104.779999,97.790451,20303600,349
2015-02-12,105.459999,106.040001,105.300003,106,98.929054,22520300,350
2015-02-13,106.300003,106.93,106.099998,106.910004,99.778351,29030200,351
2015-02-17,106.910004,107.080002,106.639999,107.010002,99.871735,17675300,352
2015-02-18,106.879997,107.220001,106.739998,107.160004,100.011688,15149600,353
2015-02-19,107.089996,107.760002,107.059998,107.690002,100.506332,19828100,354
2015-02-20,107.620003,108.470001,107.279999,108.410004,101.178322,28336700,355
2015-02-23,108.349998,108.550003,108.110001,108.519997,101.28096,17868000,356
2015-02-24,108.379997,108.730003,108.050003,108.599998,101.355614,19745000,357
2015-02-25,108.440002,108.860001,108.089996,108.330002,101.10363,19472300,358
2015-02-26,108.440002,108.940002,108.139999,108.879997,101.61692,22255500,359
2015-02-27,108.839996,108.910004,108.230003,108.400002,101.168961,27757600,360
2015-03-02,108.610001,109.419998,108.589996,109.379997,102.083595,22988600,361
2015-03-03,109.050003,109.160004,108.18,108.870003,101.607643,20788900,362
2015-03-04,108.510002,108.669998,107.860001,108.449997,101.215622,21007400,363
2015-03-05,108.730003,108.970001,108.190002,108.639999,101.39296,15381000,364
2015-03-06,108.5,108.709999,107.139999,107.410004,100.244995,30990400,365
2015-03-09,107.629997,107.989998,107.190002,107.720001,100.534332,26237100,366
2015-03-10,106.949997,106.980003,105.720001,105.720001,98.667732,34234500,367
2015-03-11,105.879997,106.010002,105.07,105.110001,98.09845,25459700,368
2015-03-12,105.029999,105.919998,104.959999,105.800003,98.742409,21473200,369
2015-03-13,105.699997,106.120003,104.68,105.339996,98.31308,42021100,370
2015-03-16,105.730003,106.739998,105.620003,106.699997,99.582382,25674100,371
2015-03-17,106.410004,107.040001,106.160004,106.870003,99.74102,19603800,372
